"YEAR","ECODISTRIC","Province_ID","AGR_t_all","BGR_t_all","ligfr.wa","nfr.wa","Corrected_Area","AreaIncSF_ha","SummerFallow_Ha"
"1997",252,"BC",0.427179653352575,0.265077205533497,0.0465,0.0082,24.1296,33.8467,9.7171
"1998",252,"BC",0.650013694275901,0.432479694503831,0.0476,0.0082,23.74535,33.68703,9.94168
"1999",252,"BC",0.570038766364846,0.384055080478701,0.0479,0.0081,21.06226,30.838,9.77574
"2000",252,"BC",0.493118580631621,0.308604140888071,0.0484,0.0081,21.91669,30.61633,8.69964
"2001",252,"BC",0.499419297915364,0.304018054065089,0.0485,0.0081,21.78783,31.26592,9.47809
"2002",252,"BC",0.84453947680107,0.519700522847957,0.0484,0.0081,20.68746,30.31116,9.6237
"2003",252,"BC",0.87102969591896,0.594933174382255,0.0481,0.008,19.9557,30.43648,10.48078
"2004",252,"BC",0.537646444199399,0.359625223450964,0.0466,0.008,18.25987,29.50438,11.24451
"2005",252,"BC",0.547613547998928,0.378371908507537,0.0466,0.008,17.93934,30.29121,12.35187
"2006",252,"BC",0.301176666117667,0.207970061862311,0.0466,0.0079,17.54619,31.58015,14.03396
"2007",252,"BC",0.58406179115895,0.401042980421941,0.0466,0.0079,14.09427,26.36965,12.27538
"2008",252,"BC",0.368209433411132,0.24460039224468,0.0466,0.0079,10.74723,21.13969,10.39246
"2009",252,"BC",0.325736581307113,0.226231688376564,0.0467,0.0079,7.63155,16.33655,8.705
"2010",252,"BC",0.270787241360893,0.195278637409936,0.0467,0.0078,4.33469,10.28076,5.94607
"2011",252,"BC",0.342186919027227,0.279770743285693,0.047,0.0073,1.76643,6.56241,4.79598
"2012",252,"BC",0.380770759349239,0.325717197588528,0.047,0.0073,1.96435,6.28885,4.3245
"2013",252,"BC",0.524338889105372,0.375786109562686,0.0466,0.0079,3.31851,6.90291,3.5844
"2014",252,"BC",0.479581313858145,0.348508631509484,0.0466,0.008,4.41884,7.90407,3.48523
"2015",252,"BC",0.565499931293366,0.382887023825074,0.0465,0.0081,5.36452,8.33903,2.97451
"2016",252,"BC",0.633235641604455,0.450856327316819,0.0465,0.0082,6.34,8.83795,2.49795
"2017",252,"BC",0.490492623150394,0.343928148322686,0.0464,0.0083,6.56031,8.73806,2.17775
"2018",252,"BC",0.692011537368213,0.47369531498885,0.0464,0.0083,6.89196,8.84095,1.94899
"2019",252,"BC",0.565422143262006,0.353776306806758,0.0463,0.0084,7.11477,8.84899,1.73422
"2020",252,"BC",0.55145018691625,0.335700762896808,0.0463,0.0085,8.7517,10.63597,1.88427
"2021",252,"BC",0.832503790587671,0.526690443375798,0.0463,0.0085,11.68287,13.82189,2.13902
"2022",252,"BC",0.672570819997051,0.387712616755984,0.0463,0.0086,11.6234,13.00475,1.38135
"1976",371,"MB",0.730453788480159,0.416021920740013,0.0524,0.0077,44.26084,58.03913,13.77829
"1977",371,"MB",0.794433220558802,0.446989261077746,0.053,0.0077,47.1137,60.84523,13.73153
"1978",371,"MB",0.813822143511321,0.441335616982955,0.0532,0.0077,49.02909,62.74718,13.71809
"1979",371,"MB",0.715360884494706,0.37125551472298,0.0534,0.0076,50.95654,64.66293,13.70639
"1980",371,"MB",0.648709384806001,0.336100946316953,0.0535,0.0076,52.90102,66.60403,13.70301
"1981",371,"MB",0.780663951961312,0.409730454323781,0.0539,0.0076,56.93416,70.64084,13.70668
"1982",371,"MB",0.786175385742453,0.433814034520806,0.0548,0.0076,59.55107,74.63084,15.07977
"1983",371,"MB",0.596121738998948,0.336400217524353,0.0552,0.0076,61.43204,77.90458,16.47254
"1984",371,"MB",0.785270628691588,0.456728365325359,0.0559,0.0076,64.28911,82.17179,17.88268
"1985",371,"MB",0.818785557073929,0.501301307847903,0.0565,0.0076,67.16371,86.46614,19.30243
"1986",371,"MB",0.74871837698836,0.466328218993208,0.0571,0.0077,70.01656,90.74684,20.73028
"1987",371,"MB",0.787039554651837,0.450489178174383,0.0586,0.0077,69.08708,88.44226,19.35518
"1988",371,"MB",0.743115918338001,0.384892371249776,0.0595,0.0077,72.51871,87.04872,14.53001
"1989",371,"MB",0.955173655530239,0.484399614323602,0.062,0.0079,63.14423,74.11732,10.97309
"1990",371,"MB",1.10526176015782,0.481221145308643,0.0673,0.0082,51.58052,57.41281,5.83229
"1991",371,"MB",0.942581380707909,0.379763016376093,0.0709,0.0083,44.42809,44.42809,0
"1992",371,"MB",0.790656034988792,0.365424487774022,0.0672,0.0081,53.64153,53.73125,0.08972
"1993",371,"MB",0.738190124071939,0.346811776957288,0.0649,0.008,61.92319,62.09089,0.1677
"1994",371,"MB",0.974499232560873,0.455646309904772,0.0633,0.0079,71.89401,72.143,0.24899
"1995",371,"MB",0.804508451169045,0.378587888760584,0.0615,0.0078,79.83127,80.15959,0.32832
"1996",371,"MB",1.19453426039605,0.558813651792728,0.0603,0.0077,87.55142,87.93974,0.38832
"1997",371,"MB",1.04059698974605,0.526175965930755,0.0584,0.0077,80.53967,84.06106,3.52139
"1998",371,"MB",1.24786651151316,0.648800385607766,0.0582,0.0077,85.96402,91.94556,5.98154
"1999",371,"MB",1.11155004981628,0.584321696180465,0.0579,0.0077,91.44948,99.57056,8.12108
"2000",371,"MB",1.2837785319073,0.682567819614853,0.0575,0.0077,93.00738,103.25646,10.24908
"2001",371,"MB",1.05074995051758,0.560209661445389,0.0574,0.0077,97.73402,109.75152,12.0175
"2002",371,"MB",1.22202698742406,0.683863725790508,0.0588,0.0077,99.56851,110.35917,10.79066
"2003",371,"MB",1.33000513364605,0.701358074781447,0.0605,0.0077,101.4794,111.05765,9.57825
"2004",371,"MB",1.30298514428919,0.752462701993581,0.0617,0.0077,102.22944,110.65009,8.42065
"2005",371,"MB",0.836160738710623,0.452313096965371,0.0628,0.0077,102.18186,109.46697,7.28511
"2006",371,"MB",1.38509758530348,0.781553682556334,0.064,0.0077,107.64097,114.04945,6.40848
"2007",371,"MB",1.33998555957215,0.804903079745211,0.0661,0.0077,113.561,119.7116,6.1506
"2008",371,"MB",1.24461855935992,0.705346176053129,0.0677,0.0077,118.05735,123.99498,5.93763
"2009",371,"MB",1.26129978890122,0.663532141583322,0.0688,0.0078,121.7687,127.66297,5.89427
"2010",371,"MB",1.11149833107207,0.558022529529901,0.0704,0.0078,128.87508,134.49464,5.61956
"2011",371,"MB",1.05838327017809,0.529055021570708,0.0719,0.0078,130.8196,135.96011,5.14051
"2012",371,"MB",1.39196904822338,0.720013201996375,0.0716,0.0078,135.34237,140.34216,4.99979
"2013",371,"MB",1.66090544846633,0.856665700457374,0.0713,0.0078,140.8948,145.73161,4.83681
"2014",371,"MB",1.39147781613524,0.691119677673137,0.071,0.0077,146.58591,151.25713,4.67122
"2015",371,"MB",1.54504680618629,0.80269468976696,0.0709,0.0077,152.63418,157.15226,4.51808
"2016",371,"MB",1.53876555801111,0.780053679273517,0.0706,0.0077,156.51926,160.90641,4.38715
"2017",371,"MB",1.88538521202375,0.928784146912874,0.0711,0.0077,144.15646,148.68219,4.52573
"2018",371,"MB",1.65403542265257,0.78711271337337,0.0718,0.0077,132.54614,137.27093,4.72479
"2019",371,"MB",1.51971699562197,0.712056729262778,0.0726,0.0077,119.08177,124.02916,4.94739
"2020",371,"MB",1.40899969348836,0.664881212649725,0.0734,0.0077,107.4294,112.6022,5.1728
"2021",371,"MB",1.23458744715496,0.520720059287102,0.0749,0.0077,98.25187,103.63837,5.3865
"2022",371,"MB",1.27543510896843,0.565386307037341,0.0762,0.0077,92.92961,98.31203,5.38242
"1976",375,"MB",0.720117764014776,0.407136972108084,0.0539,0.0077,44430.85359,57432.89618,13002.04259
"1977",375,"MB",0.777691323736121,0.43546488736228,0.0543,0.0076,45364.49332,57987.76122,12623.2679
"1978",375,"MB",0.81025821900842,0.435445706334496,0.0546,0.0076,46316.23059,58565.7344,12249.50381
"1979",375,"MB",0.679806242712673,0.349187389420973,0.055,0.0076,47284.96546,59163.84058,11878.87512
"1980",375,"MB",0.661070921004228,0.339942002282053,0.0553,0.0076,48265.79353,59779.36952,11513.57599
"1981",375,"MB",0.829531112480711,0.433087901351634,0.0556,0.0076,49322.1966,60475.25696,11153.06036
"1982",375,"MB",0.80854968873109,0.442135161911997,0.056,0.0076,49202.1781,60888.29501,11686.11691
"1983",375,"MB",0.676196863206589,0.366019058259465,0.0565,0.0076,48957.02692,61189.43825,12232.41133
"1984",375,"MB",0.786356849652652,0.449559205878939,0.0569,0.0076,48675.15055,61467.69117,12792.54062
"1985",375,"MB",0.829402431742234,0.505296967924561,0.0574,0.0076,48371.61901,61735.85223,13364.23322
"1986",375,"MB",0.73232807489334,0.43135532028849,0.0579,0.0076,48212.75796,62097.65045,13884.89249
"1987",375,"MB",0.76034541519181,0.436058347315134,0.0595,0.0077,48262.30508,61043.3692,12781.06412
"1988",375,"MB",0.751490392088275,0.400639157589268,0.0605,0.0078,48135.5127,60258.339,12122.8263
"1989",375,"MB",0.752607772497953,0.418918968038504,0.0615,0.0079,47598.92704,58847.80545,11248.87841
"1990",375,"MB",0.842441426596001,0.465557377209366,0.0625,0.0079,46724.59167,56665.94143,9941.34976
"1991",375,"MB",0.885754865583845,0.450137278268554,0.0635,0.008,46357.73417,54979.06655,8621.33238
"1992",375,"MB",0.867926117825094,0.469041365743582,0.0617,0.0079,49255.07615,57397.27179,8142.19564
"1993",375,"MB",0.723220570112589,0.367039515242951,0.0604,0.0078,51216.3969,59135.11811,7918.72121
"1994",375,"MB",1.11379301200174,0.5877427302343,0.0591,0.0078,50691.92633,58466.7995,7774.87317
"1995",375,"MB",0.998207860706754,0.51923327841312,0.0584,0.0077,51699.24539,59416.42176,7717.17637
"1996",375,"MB",1.19253964870212,0.642301400921987,0.0577,0.0077,52176.69751,59944.65522,7767.95771
"1997",375,"MB",1.18911885742188,0.626306031262472,0.0577,0.0077,51820.08922,59263.14097,7443.05175
"1998",375,"MB",1.2074704900458,0.642343671821818,0.0578,0.0077,51549.46938,58672.0413,7122.57192
"1999",375,"MB",1.20920173148822,0.652435510442749,0.0579,0.0077,51208.18996,58008.17452,6799.98456
"2000",375,"MB",1.15466101358186,0.622193962304538,0.0578,0.0077,50427.65818,56982.74234,6555.08416
"2001",375,"MB",0.828796514240023,0.441485091877984,0.0579,0.0077,50126.74067,56346.22286,6219.48219
"2002",375,"MB",1.09484618155242,0.582307776908887,0.0589,0.0077,50498.6883,56142.75024,5644.06194
"2003",375,"MB",1.35267002312498,0.782565359397292,0.0603,0.0077,51408.5789,56375.92328,4967.34438
"2004",375,"MB",1.22257568589872,0.700374408983859,0.0613,0.0077,51917.33388,56296.97406,4379.64018
"2005",375,"MB",0.665499883196334,0.340872886872275,0.0624,0.0077,52346.18263,56133.26323,3787.0806
"2006",375,"MB",1.43423825147318,0.811187117174227,0.0634,0.0077,52858.07786,56054.43436,3196.3565
"2007",375,"MB",0.954090699750898,0.532471626060463,0.0654,0.0077,53604.04887,56579.11488,2975.06601
"2008",375,"MB",1.41862910043108,0.829462757370456,0.0672,0.0077,54538.06008,57300.2518,2762.19172
"2009",375,"MB",1.1995708840286,0.625500278281986,0.0689,0.0078,55443.31222,58007.31917,2564.00695
"2010",375,"MB",1.03710684586605,0.511990472920952,0.0703,0.0078,56402.0392,58783.19258,2381.15338
"2011",375,"MB",1.05475332698915,0.521657623708251,0.0719,0.0078,57615.78045,59788.46842,2172.68797
"2012",375,"MB",1.40252745669597,0.736259806526215,0.0716,0.0078,59882.20262,61999.44222,2117.2396
"2013",375,"MB",1.70278876501462,0.902894717002955,0.0714,0.0078,62116.43785,64185.40991,2068.97206
"2014",375,"MB",1.44415916161455,0.7338405011438,0.071,0.0077,64300.93192,66325.68314,2024.75122
"2015",375,"MB",1.50367630176752,0.76156503478923,0.0707,0.0077,66443.05797,68429.66768,1986.60971
"2016",375,"MB",1.47530521254413,0.733391177302138,0.0705,0.0077,68513.81166,70472.09393,1958.28227
"2017",375,"MB",1.90462900228117,0.966107697162506,0.0707,0.0077,70165.99451,71913.36825,1747.37374
"2018",375,"MB",1.82591414048694,0.929637166450728,0.0709,0.0077,71792.77726,73331.22552,1538.44826
"2019",375,"MB",1.73723478577401,0.888328580857255,0.0711,0.0077,73424.39564,74756.15735,1331.76171
"2020",375,"MB",1.66971677718462,0.872138987919624,0.0713,0.0077,75018.07596,76147.20179,1129.12583
"2021",375,"MB",1.59518541251534,0.802724699578128,0.0714,0.0077,76591.02416,77522.34854,931.32438
"2022",375,"MB",1.72803745768039,0.911943827054174,0.0717,0.0076,78243.07236,78977.87744,734.80508
"1976",376,"MB",0.66557336229175,0.428379612077959,0.0504,0.008,13.6983,17.6761,3.9778
"1977",376,"MB",0.781293356921369,0.478113315163694,0.0524,0.008,14.82037,18.52254,3.70217
"1978",376,"MB",0.841171875201348,0.474350985211808,0.0532,0.008,16.15276,19.98872,3.83596
"1979",376,"MB",0.760542082182869,0.399532352095968,0.0538,0.008,16.36232,19.86891,3.50659
"1980",376,"MB",0.712734789122919,0.383670367880821,0.0544,0.008,16.77155,19.93286,3.16131
"1981",376,"MB",0.804298532961788,0.438939316410488,0.0549,0.0079,18.04208,20.89557,2.85349
"1982",376,"MB",0.791043926671548,0.457323129860598,0.0551,0.008,17.36091,20.64989,3.28898
"1983",376,"MB",0.671416848323608,0.381048656945722,0.0553,0.008,17.40137,21.09089,3.68952
"1984",376,"MB",0.821603965044339,0.496958902087345,0.0554,0.008,16.48626,20.33602,3.84976
"1985",376,"MB",0.873890018739104,0.563177371767954,0.0557,0.008,15.63394,19.82567,4.19173
"1986",376,"MB",0.715700399871358,0.447584890021201,0.0557,0.008,16.33784,20.89569,4.55785
"1987",376,"MB",0.780033938585061,0.492778982792595,0.0559,0.008,14.7624,18.84386,4.08146
"1988",376,"MB",0.8024255579376,0.479279145850962,0.0562,0.0081,13.67069,17.35305,3.68236
"1989",376,"MB",0.806949916779379,0.481505069605551,0.0585,0.0081,13.27162,16.33713,3.06551
"1990",376,"MB",0.884897903670429,0.517591037410683,0.0595,0.0082,11.83689,14.10685,2.26996
"1991",376,"MB",0.910945909567487,0.456835892409824,0.0619,0.0083,10.33098,11.91004,1.57906
"1992",376,"MB",0.922968291555382,0.517897480349915,0.0602,0.008,11.53604,13.26473,1.72869
"1993",376,"MB",0.709031043359659,0.372445021573649,0.058,0.0079,12.00933,13.925,1.91567
"1994",376,"MB",1.0476439318339,0.559822083804539,0.0574,0.0078,12.11178,14.08459,1.97281
"1995",376,"MB",0.985204674683681,0.523525692829783,0.0561,0.0077,12.64229,14.75574,2.11345
"1996",376,"MB",1.21828879469806,0.704605957124991,0.0583,0.0075,13.91251,16.22565,2.31314
"1997",376,"MB",1.14200015624104,0.637609733426081,0.0537,0.0077,13.07087,15.46956,2.39869
"1998",376,"MB",1.09503913306851,0.633752929572272,0.0537,0.0077,13.42259,15.90917,2.48658
"1999",376,"MB",1.1612531945275,0.672499100246991,0.0538,0.0077,13.6752,16.24054,2.56534
"2000",376,"MB",1.04243399388101,0.620647168198013,0.0537,0.0077,14.98768,17.62612,2.63844
"2001",376,"MB",0.731471064846469,0.43022228618329,0.0537,0.0077,15.07878,17.81304,2.73426
"2002",376,"MB",0.969907982863627,0.59443899940325,0.054,0.0077,14.52474,16.82057,2.29583
"2003",376,"MB",1.35198474326891,0.818296544830549,0.0543,0.0077,13.7231,15.6134,1.8903
"2004",376,"MB",1.23189244104908,0.739817863614688,0.057,0.0076,14.30935,15.72106,1.41171
"2005",376,"MB",0.65112226416272,0.330101420044129,0.0603,0.0076,14.47885,15.4053,0.92645
"2006",376,"MB",1.43423825147318,0.926426740122689,0.0666,0.0074,14.10668,14.50631,0.39963
"2007",376,"MB",0.919707170541283,0.527526609345167,0.0635,0.0076,11.83865,12.36074,0.52209
"2008",376,"MB",1.55421845930257,0.954509500216363,0.0636,0.0077,9.30401,9.91957,0.61556
"2009",376,"MB",1.31793613070942,0.734904741830211,0.0645,0.0077,8.75608,9.46374,0.70766
